Solution option name,Time taken to complete step,Cost of transaction fee,Cost of additional fee,Sender’s Currency,Sender’s country,Recipient’s currency,Recipient’s country,Transaction amount,Settled amount,Sender_id,Receiver_id,Transaction_id,Transacted at timestamp,Cost Ratio,Time Cost Interaction,Transaction Efficiency
PayPal,24,11.479304803842378,2.2435275208790193,GBP,Canada,USD,UK,4684.792370542716,4671.069538217994,S1481,R1481,T1481,2024-04-20 17:31:38.239086,0.0029292295665029997,329.3479757933136,0.9970707704334969
Western Union,22,10.151444580533742,1.1451597214586693,GBP,Germany,USD,Japan,835.375344104674,824.0787398026816,S1482,R1482,T1482,2023-11-09 17:31:38.239088,0.013522788746057276,248.52529464383304,0.9864772112539427
PayPal,47,16.45871346296166,2.877608328597437,EUR,Germany,GBP,Canada,4810.9070470788865,4791.570725287327,S1483,R1483,T1483,2024-08-02 17:31:38.239089,0.004019267386032709,908.8071242032776,0.9959807326139672
Western Union,56,18.371125796247256,1.0969613230228146,CAD,Canada,GBP,USA,1535.0897851481113,1515.6216980288414,S1484,R1484,T1484,2024-05-18 17:31:38.239091,0.012682051113636792,1090.2128786791238,0.9873179488863633
PayPal,17,8.114763661844357,2.1132227052188086,USD,Germany,CAD,USA,7487.561050287317,7477.333063920254,S1485,R1485,T1485,2024-03-02 17:31:38.239092,0.001365997058103545,173.8757682400738,0.9986340029418965
Western Union,60,16.315197317126994,2.592752993869405,GBP,Japan,GBP,USA,2275.633028099168,2256.7250777881713,S1486,R1486,T1486,2024-04-07 17:31:38.239094,0.008308874971282243,1134.4770186597839,0.9916911250287177
SEPA,9,3.891604029791112,2.7559710412113776,JPY,UK,CAD,Germany,7337.857807270307,7331.210232199304,S1487,R1487,T1487,2024-01-06 17:31:38.239095,0.0009059285755600375,59.828175639022405,0.99909407142444
PayPal,56,8.54252414155128,2.4963556387863575,CAD,Japan,USD,USA,9082.271268737333,9071.232388956996,S1488,R1488,T1488,2023-11-30 17:31:38.239097,0.0012154316308889905,618.1772676989077,0.9987845683691111
PayPal,42,16.169947275416426,1.5205220086597575,JPY,Japan,JPY,Germany,2972.886166765846,2955.19569748177,S1489,R1489,T1489,2024-01-01 17:31:38.239098,0.005950604325802812,742.9997099311997,0.9940493956741971
PayPal,31,15.202615783310756,2.155433434797575,JPY,Japan,JPY,Canada,6786.721708968231,6769.363659750123,S1490,R1490,T1490,2024-05-14 17:31:38.239100,0.0025576485912440976,538.0995257613582,0.9974423514087559
PayPal,61,11.976326005889552,2.5619669110461336,USD,Germany,CAD,USA,6547.159689984093,6532.621397067158,S1491,R1491,T1491,2024-07-07 17:31:38.239101,0.002220549613166837,886.8358679330768,0.9977794503868332
SEPA,12,4.092360566468448,1.6643554528561335,CAD,UK,JPY,Germany,8347.88289491705,8342.126178897724,S1492,R1492,T1492,2024-07-24 17:31:38.239103,0.0006896019136576286,69.08059223189498,0.9993103980863424
Western Union,40,13.181844781140514,1.6136132332804611,CAD,UK,EUR,Canada,2813.6936202446996,2798.8981622302786,S1493,R1493,T1493,2024-03-27 17:31:38.239104,0.005258375648281938,591.818320576839,0.9947416243517181
Western Union,22,17.90763918503165,3.759977679301768,EUR,USA,JPY,Japan,3359.9638438115685,3338.296226947235,S1494,R1494,T1494,2024-01-06 17:31:38.239106,0.0064487648890154455,476.6875710153352,0.9935512351109845
PayPal,18,7.15294622677097,2.557599921754236,EUR,Japan,EUR,Canada,5113.685490234178,5103.974944085653,S1495,R1495,T1495,2024-02-04 17:31:38.239107,0.0018989330038129734,174.7898306734537,0.9981010669961871
PayPal,22,15.841426079632605,2.8417800590179914,GBP,UK,USD,Canada,9434.878050363362,9416.194844224712,S1496,R1496,T1496,2023-11-30 17:31:38.239109,0.001980227623390538,411.0305350503131,0.9980197723766094
Western Union,35,11.031913874180427,2.0796785380393406,CAD,Canada,JPY,UK,3965.103012274579,3951.9914198623596,S1497,R1497,T1497,2024-01-16 17:31:38.239111,0.0033067469802501573,458.90573442769187,0.9966932530197499
Western Union,50,18.989001307903486,2.1808284971485934,JPY,Germany,EUR,Canada,6312.674005895504,6291.504176090451,S1498,R1498,T1498,2024-04-08 17:31:38.239112,0.003353543963347584,1058.4914902526039,0.9966464560366524
PayPal,67,19.961283459302063,2.0955327506315156,USD,Germany,CAD,USA,7538.509143319077,7516.452327109144,S1499,R1499,T1499,2023-10-07 17:31:38.239114,0.002925885714349925,1477.80668606555,0.9970741142856501
PayPal,14,9.132399508972062,3.844311972460343,USD,USA,USD,Germany,6744.216819168461,6731.240107687029,S1500,R1500,T1500,2023-08-29 17:31:38.239115,0.0019241243022540292,181.67396074005367,0.998075875697746
Western Union,21,11.602255294416146,3.373183719247156,GBP,UK,JPY,Canada,7868.617680417128,7853.642241403465,S1501,R1501,T1501,2024-02-22 17:31:38.239117,0.0019031854922794303,314.4842192869293,0.9980968145077206
PayPal,12,11.783806003428225,0.771711598374283,CAD,USA,GBP,Japan,7191.927093991698,7179.371576389895,S1502,R1502,T1502,2023-12-26 17:31:38.239119,0.001745779321413266,150.6662112216301,0.9982542206785867
SWIFT,42,23.09481579194867,3.9174462783441966,GBP,USA,CAD,UK,2956.3481997286513,2929.3359376583585,S1503,R1503,T1503,2023-09-01 17:31:38.239120,0.009137036724149134,1134.5150069523004,0.9908629632758509
PayPal,49,13.917444739881049,2.172569769929557,USD,Japan,JPY,Canada,2390.2442797072317,2374.154265197421,S1504,R1504,T1504,2023-10-03 17:31:38.239121,0.0067315356201925036,788.4107109807196,0.9932684643798074
SWIFT,46,22.537976425559922,1.978675626964935,JPY,USA,JPY,Canada,7908.1795763771015,7883.662924324577,S1505,R1505,T1505,2024-05-28 17:31:38.239123,0.003100163800751277,1127.7659944161435,0.9968998361992488
Western Union,41,10.908957879152434,2.4276014831187527,EUR,Canada,EUR,UK,3042.9041965173296,3029.5676371550585,S1506,R1506,T1506,2024-01-30 17:31:38.239125,0.004382839058007535,546.7989338531187,0.9956171609419925
Western Union,56,8.91048527674955,3.709773696029176,JPY,Canada,EUR,Germany,9983.118802957813,9970.498543985035,S1507,R1507,T1507,2024-05-10 17:31:38.239126,0.0012641599505997642,706.7345024756087,0.9987358400494003
ACH,43,14.525390638972405,2.021126788535387,EUR,Canada,USD,Japan,4983.304150596764,4966.757633169256,S1508,R1508,T1508,2024-01-13 17:31:38.239128,0.0033203908345683262,711.5002493828351,0.9966796091654316
Western Union,64,10.70076709530863,3.1780360629699143,EUR,Germany,CAD,Japan,4809.403135388711,4795.524332230432,S1509,R1509,T1509,2023-12-07 17:31:38.239129,0.0028857641515129123,888.2434021298268,0.997114235848487
SWIFT,37,21.00367495095054,2.7182266384013767,JPY,USA,EUR,Canada,8825.287263649689,8801.565362060337,S1510,R1510,T1510,2024-03-07 17:31:38.239131,0.00268794667875114,877.7103588060208,0.997312053321249
Western Union,23,11.943135163374073,3.3648990296692607,GBP,UK,USD,Canada,3789.279458785047,3773.971424592004,S1511,R1511,T1511,2023-10-05 17:31:38.239132,0.004039827191302362,352.08478643999666,0.9959601728086976
PayPal,50,9.378011979477067,0.9592541902609028,CAD,Canada,USD,USA,5996.7934149228295,5986.456148753092,S1512,R1512,T1512,2024-03-20 17:31:38.239134,0.0017237989462858623,516.8633084868985,0.9982762010537142
SEPA,4,4.25606694207972,3.219011144143985,EUR,UK,JPY,Germany,7928.101298063016,7920.626219976792,S1513,R1513,T1513,2024-04-09 17:31:38.239136,0.0009428585490008821,29.900312344894818,0.9990571414509991
Western Union,24,9.523985056041138,0.9565947279298788,USD,Germany,GBP,Japan,9760.928692173298,9750.448112389327,S1514,R1514,T1514,2023-09-04 17:31:38.239137,0.0010737277276059566,251.5339148153044,0.9989262722723941
ACH,57,12.352689673951375,3.821420704418586,JPY,Canada,USD,Japan,8505.506079688148,8489.331969309778,S1515,R1515,T1515,2024-03-19 17:31:38.239139,0.0019016047048623095,921.9242915670877,0.9980983952951377
PayPal,53,14.912894867845512,1.8979058055939673,USD,UK,USD,USA,6521.09619181736,6504.285391143921,S1516,R1516,T1516,2024-01-31 17:31:38.239140,0.0025779102437614083,890.9724356922925,0.9974220897562386
PayPal,52,14.932321491076344,1.0389094541034019,EUR,UK,CAD,Canada,7978.430772695081,7962.459541749901,S1517,R1517,T1517,2024-05-07 17:31:38.239142,0.002001801030829115,830.5040091493468,0.9979981989691709
PayPal,13,19.19384225097346,3.389850060928173,JPY,Canada,USD,USA,7038.410924012734,7015.827231700832,S1518,R1518,T1518,2024-06-20 17:31:38.239143,0.003208635096148412,293.58800005472125,0.9967913649038517
PayPal,44,10.571571266851912,2.179199752238322,CAD,Germany,GBP,Canada,7508.235487403657,7495.484716384567,S1519,R1519,T1519,2023-08-27 17:31:38.239145,0.0016982380268282505,561.0339248399703,0.9983017619731718
Western Union,52,18.00999379416179,1.817359737545638,JPY,Japan,CAD,USA,3106.8844459723987,3087.057092440691,S1520,R1520,T1520,2023-09-14 17:31:38.239146,0.006381747978239282,1031.0223836487862,0.9936182520217607
Western Union,43,15.579561611424829,3.067110952027387,USD,UK,GBP,USA,4008.8288151264337,3990.1821425629814,S1521,R1521,T1521,2024-06-23 17:31:38.239148,0.004651401549772617,801.8069202284453,0.9953485984502274
PayPal,67,16.874303840880806,3.4854438916054784,CAD,Germany,JPY,Canada,9733.99472616136,9713.634978428874,S1522,R1522,T1522,2024-01-17 17:31:38.239149,0.0020916127761777853,1364.103098076581,0.9979083872238222
PayPal,55,13.187761974539864,3.9782058596877605,GBP,UK,USD,Canada,7343.240930749349,7326.074962915121,S1523,R1523,T1523,2024-05-06 17:31:38.239151,0.0023376555387616712,944.1282308825195,0.9976623444612384
PayPal,19,12.969068694886847,1.3812595867140953,USD,UK,EUR,USA,3829.1377194151178,3814.787391133517,S1524,R1524,T1524,2023-09-23 17:31:38.239152,0.003747665749612392,272.65623735041794,0.9962523342503876
Western Union,23,7.266396609413668,0.5588254793739987,USD,USA,JPY,Germany,5298.084349816927,5290.259127728139,S1525,R1525,T1525,2024-07-16 17:31:38.239154,0.0014769908465232465,179.98010804211634,0.9985230091534767
PayPal,23,14.437297620631124,3.4855474564577396,USD,UK,GBP,Canada,8098.095903470515,8080.173058393426,S1526,R1526,T1526,2024-07-04 17:31:38.239155,0.002213217192131284,412.2254367730439,0.9977867828078687
SEPA,10,2.178595612250002,0.6750658731576522,GBP,UK,GBP,Germany,4975.04569138542,4972.192029900012,S1527,R1527,T1527,2024-07-15 17:31:38.239157,0.0005735950305640277,28.536614854076543,0.999426404969436
Western Union,16,17.00331003510263,1.3567633166029869,GBP,Canada,USD,USA,684.5848794576032,666.2248061058975,S1528,R1528,T1528,2024-08-15 17:31:38.239158,0.026819279687059855,293.76117362728985,0.9731807203129401
PayPal,51,13.936866314590024,0.9940811161896039,EUR,UK,EUR,Japan,450.67403531264796,435.74308788186835,S1529,R1529,T1529,2024-07-08 17:31:38.239160,0.033130258814270314,761.478318969761,0.9668697411857298
PayPal,36,9.165092651719418,2.3502044313781676,JPY,USA,GBP,Japan,5983.140938975814,5971.625641892716,S1530,R1530,T1530,2024-03-13 17:31:38.239161,0.0019246240729653879,414.55069499151307,0.9980753759270345
SEPA,3,1.2637155574299292,2.361382287837818,USD,UK,CAD,Germany,808.8325530569382,805.2074552116704,S1531,R1531,T1531,2024-08-07 17:31:38.239163,0.004481889151922594,10.875293535803241,0.9955181108480774
PayPal,64,15.314307274441488,0.7351914976333082,JPY,USA,USD,Japan,2680.8908297982507,2664.841331026176,S1532,R1532,T1532,2024-01-26 17:31:38.239164,0.005986628994244646,1027.1679214127869,0.9940133710057553
SWIFT,38,27.80259330920478,1.655391292493344,USD,USA,JPY,UK,3358.515239348503,3329.057254746805,S1533,R1533,T1533,2024-07-25 17:31:38.239166,0.008771133224755739,1119.4034148645287,0.9912288667752442
PayPal,37,13.944468593512049,2.876160573008974,CAD,USA,JPY,Japan,8760.884102271604,8744.063473105083,S1534,R1534,T1534,2024-02-04 17:31:38.239167,0.001919969374113694,622.3632791612779,0.9980800306258863
Western Union,21,16.282925289850354,3.536450506059385,EUR,UK,GBP,USA,622.652324544521,602.8329487486112,S1535,R1535,T1535,2024-03-26 17:31:38.239169,0.03183056581440998,416.20689171410453,0.96816943418559
Western Union,57,17.34418690623289,1.6752530422599268,EUR,Canada,CAD,Germany,231.10812220813148,212.08868225963866,S1536,R1536,T1536,2024-03-01 17:31:38.239170,0.08229671794643496,1084.1080770640906,0.917703282053565
PayPal,21,14.962363592262083,3.0828359208852847,JPY,Germany,CAD,USA,7719.327350325753,7701.282150812606,S1537,R1537,T1537,2023-08-28 17:31:38.239172,0.0023376647594023675,378.9491897760947,0.9976623352405977
SWIFT,38,22.965015710239392,1.0574906307231047,GBP,USA,JPY,UK,4466.816082054532,4442.793575713569,S1538,R1538,T1538,2024-01-31 17:31:38.239173,0.005377993161051135,912.8552409565749,0.9946220068389489
Western Union,45,13.628569326672931,0.8668792432926794,GBP,Canada,GBP,UK,8611.25508842044,8596.759639850474,S1539,R1539,T1539,2023-09-30 17:31:38.239175,0.0016833142696536362,652.2951856484525,0.9983166857303464
PayPal,44,9.474982523792633,3.7933116764472903,EUR,Canada,CAD,UK,5307.259273949886,5293.990979749646,S1540,R1540,T1540,2024-01-03 17:31:38.239176,0.0025000275123858986,583.8049448105567,0.997499972487614
Western Union,24,12.093959168127082,1.58514146555995,CAD,USA,USD,Germany,2665.146420702859,2651.467320069172,S1541,R1541,T1541,2023-10-05 17:31:38.239178,0.005132588786652684,328.2984152084888,0.9948674112133473
SEPA,8,1.8995003672227835,1.450406690339537,GBP,Germany,EUR,UK,4602.746940922224,4599.397033864661,S1542,R1542,T1542,2023-10-05 17:31:38.239179,0.0007278060472494975,26.79925646049856,0.9992721939527505
Western Union,42,11.925017043057215,3.630340767301495,CAD,Canada,CAD,Germany,296.6351377039668,281.0797798936081,S1543,R1543,T1543,2023-12-25 17:31:38.239181,0.052439363491328876,653.3250280350659,0.9475606365086711
PayPal,26,11.173279841568068,1.2873251535696186,JPY,Canada,EUR,USA,8802.755245323198,8790.29464032806,S1544,R1544,T1544,2024-03-29 17:31:38.239182,0.0014155346420381119,323.97572987357984,0.9985844653579619
PayPal,66,13.442223974887089,0.5625573579271054,JPY,Canada,GBP,UK,3480.2823317635884,3466.277550430774,S1545,R1545,T1545,2024-03-21 17:31:38.239184,0.004024035982654732,924.3155679657368,0.9959759640173452
ACH,43,12.819016955558222,1.2372110279600532,EUR,Canada,EUR,Japan,9498.6892169772,9484.632988993682,S1546,R1546,T1546,2023-12-05 17:31:38.239185,0.0014798071252184243,604.4178032912858,0.9985201928747817
Western Union,40,18.325431602554133,3.119115803928718,EUR,USA,EUR,Germany,8713.820859258554,8692.376311852071,S1547,R1547,T1547,2024-01-13 17:31:38.239187,0.0024609809810007426,857.7818962593141,0.9975390190189992
Western Union,46,14.723579064489446,3.3035288511927057,GBP,Japan,GBP,UK,4092.6315822075926,4074.6044742919103,S1548,R1548,T1548,2023-09-29 17:31:38.239188,0.004404771735148027,829.2469641213789,0.9955952282648519
ACH,42,11.788202747944556,1.5176035306173588,CAD,Canada,EUR,Japan,6224.7553409313705,6211.449534652808,S1549,R1549,T1549,2024-01-29 17:31:38.239190,0.00213756293216354,558.8438636996004,0.9978624370678364
PayPal,31,13.827628603000363,1.229144314010139,EUR,Canada,USD,UK,5341.946438516078,5326.8896655990675,S1550,R1550,T1550,2023-08-27 17:31:38.239192,0.0028185930147950106,466.75996042732555,0.997181406985205
PayPal,61,19.47271474463514,2.0538073611435164,JPY,Japan,EUR,Canada,7599.920879521836,7578.394357416057,S1551,R1551,T1551,2024-04-04 17:31:38.239193,0.0028324666068277595,1313.117848452498,0.9971675333931722
PayPal,38,13.305719302427548,1.3970260680311268,GBP,USA,USD,Japan,5379.690631491621,5364.987886121163,S1552,R1552,T1552,2023-12-27 17:31:38.239195,0.0027330094567876778,558.7043240774296,0.9972669905432123
SEPA,3,2.8352278170761425,3.942748858614841,USD,Germany,CAD,UK,4045.9595157171902,4039.181539041499,S1553,R1553,T1553,2024-06-03 17:31:38.239196,0.0016752457975322853,20.33393002707295,0.9983247542024677
SEPA,5,3.400057909922542,1.1328646765083825,USD,UK,CAD,Germany,5501.2351280482835,5496.702205461853,S1554,R1554,T1554,2024-03-16 17:31:38.239198,0.0008239827022334719,22.664612932154622,0.9991760172977666
PayPal,19,16.493174161513345,2.2936614644183093,EUR,Germany,EUR,USA,7178.7569520745255,7159.970116448594,S1555,R1555,T1555,2024-02-15 17:31:38.239199,0.00261700399544835,356.94987689270147,0.9973829960045517
PayPal,32,13.003116025146369,1.397425053660415,EUR,UK,USD,USA,7331.553280390929,7317.152739312122,S1556,R1556,T1556,2023-10-25 17:31:38.239201,0.001964186923025256,460.8173145218171,0.9980358130769748
Western Union,29,14.37731641118675,3.8274946249907686,GBP,USA,CAD,Japan,6058.3991606837635,6040.194349647586,S1557,R1557,T1557,2023-09-01 17:31:38.239202,0.0030048880163457054,527.9395200491481,0.9969951119836543
SWIFT,46,21.040124542850805,1.8569733209588062,JPY,USA,USD,Canada,2415.772097541583,2392.8749996777738,S1558,R1558,T1558,2024-06-29 17:31:38.239204,0.009478169686250993,1053.2665017352422,0.9905218303137491
PayPal,11,19.41628123015392,1.1755524489199451,CAD,Japan,CAD,Germany,8850.872346829388,8830.280513150314,S1559,R1559,T1559,2024-05-04 17:31:38.239206,0.002326531540865618,226.51017046981252,0.9976734684591343
Western Union,37,8.733576087796976,0.9654950547612371,CAD,Japan,CAD,Canada,419.19203804540683,409.4929669028486,S1560,R1560,T1560,2024-03-20 17:31:38.239207,0.02313753664736259,358.86563227465393,0.9768624633526374
Western Union,48,11.242163345180703,3.0474195690278005,USD,UK,JPY,USA,1120.3176553440949,1106.0280724298864,S1561,R1561,T1561,2023-12-15 17:31:38.239209,0.012754938606961072,685.8999798820082,0.9872450613930389
PayPal,59,16.906931494716435,3.9038006875590994,GBP,Germany,USD,Canada,568.0494834538575,547.238751271582,S1562,R1562,T1562,2024-01-23 17:31:38.239210,0.03663542136460015,1227.8331987542565,0.9633645786353999
PayPal,67,10.00415598774939,2.281512059189164,CAD,USA,EUR,Japan,8900.617526656986,8888.331858610047,S1563,R1563,T1563,2023-08-22 17:31:38.239212,0.0013803163668299958,823.1397591448831,0.9986196836331699
PayPal,36,12.9245655821103,1.1196450437096723,EUR,UK,JPY,Japan,6413.207520676683,6399.163310050863,S1564,R1564,T1564,2024-06-14 17:31:38.239214,0.0021898886915073836,505.59158252951903,0.9978101113084926
PayPal,32,14.93667113319808,1.7747077792733061,JPY,USA,EUR,Japan,2257.331950400147,2240.6205714876755,S1565,R1565,T1565,2024-07-25 17:31:38.239215,0.00740315526456312,534.7641251990843,0.9925968447354369
Western Union,22,9.150211758517667,3.2200641867195823,GBP,UK,USD,Japan,2444.0744159430546,2431.7041399978175,S1566,R1566,T1566,2023-12-03 17:31:38.239217,0.005061333593013425,272.1460707952195,0.9949386664069866
PayPal,48,9.271095192909158,2.304241165919467,GBP,Japan,CAD,Canada,2762.6304565306696,2751.055120171841,S1567,R1567,T1567,2024-04-29 17:31:38.239218,0.004189969140268226,555.6161452237741,0.9958100308597317
PayPal,38,10.703325688861195,3.1336558182751597,EUR,Germany,EUR,Japan,499.9338641016615,486.0968825945252,S1568,R1568,T1568,2024-06-29 17:31:38.239220,0.027677623983324733,525.8052972711814,0.9723223760166754
Western Union,26,9.418442797826621,3.7708794357442112,GBP,Japan,JPY,Germany,9772.975798765854,9759.786476532283,S1569,R1569,T1569,2024-05-06 17:31:38.239221,0.0013495707454055498,342.92237807284164,0.9986504292545945
Western Union,26,14.638303037947377,1.73742098971518,GBP,Japan,CAD,USA,4928.024409734952,4911.64868570729,S1570,R1570,T1570,2024-05-04 17:31:38.239223,0.003322979487543428,425.7688247192265,0.9966770205124565
Western Union,40,9.629551362646394,1.2487682398036655,USD,UK,JPY,Japan,256.8769346608227,245.99861505837265,S1571,R1571,T1571,2024-05-15 17:31:38.239224,0.04234837050206031,435.1327840980024,0.9576516294979397
